SpeNumeroOrdine|SpeNumeroProtocollo|SpeEtichettaCollo|SpeTrackingNumero|SpeDataImport|SpeRigaOrdine|SpeArtCodice|SpeArtDescrizione|SpeArtQta|COD
#30703|29162317|315689|201705005236292|20170609|3|RB3A014890|ROCKETBABY-RBP16332-Cesto Portagiochi Elefante|1|0
#30468|29177317|317519|201705005236292|20170609|1|RB3A012310|EZPZ-MMC-Mini Mat Corallo|1|0
#30468|29177317|317519|201705005236292|20170609|2|RB3A014891|ROCKETBABY-RBP16333-Scatola Portagiochi Flamingo|1|0
#30468|29177317|317519|201705005236292|20170609|3|RB3A018648|LOLLIPOPS AND MORE-2952349926740-Lollipops and More Miss Pixie Stix Necklace Navy|1|0
#30250|29199317|315369|201705005236292|20170609|1|RB3A019454|FUNKY BOX-FBTG01-Porta Salviettine Umidificate da Viaggio Funky Box Azzurro con Stella Bianca|1|0
#30250|29199317|315369|201705005236292|20170609|2|RB3A019649|MAMMA BABY OLCELLI-DOSOLB-Mamma Baby Olcelli Crema Dopo Sole Baby|1|0
#30250|29199317|315369|201705005236292|20170609|3|RB3A019777|SIPSNAP-TOT-BlueQuench-TOT-BlueQuench|1|0
#30250|29199317|315369|201705005236292|20170609|4|RB3A018723|BS-BTSGA014-Gioco BS Big Poles|1|0
#30250|29199317|315369|201705005236292|20170609|5|RB3A018736|BS-BTSGA196-Gioco BS XXL Bubbles|1|0
#30250|29199317|315369|201705005236292|20170609|6|RB3A020112|IGOR SHOES-S10107-083-Sandali da Spiaggia Tenis Azzurro-24|1|0
#30250|29199317|315369|201705005236292|20170609|7|RB3A020313|IGOR SHOES-S10110-109-Sandali Bondi Turchese-24|1|0
#30147|29204317|315549|201705005236292|20170609|1|RB3A018747|BOIKIDO-BKD80890070-Boikido Metro da Muro Albero|1|0
#30147|29204317|315549|201705005236292|20170609|2|RB3A019671|BUBBLEGUM STUFF-14052-Bubblegum Stuff Babychino Sippy Cup|1|0
#30756|29237317|315439|201705005236292|20170609|1|RB3A020737|BUMBO-BMB304-Rialzo Baby da Pavimento Verde|1|0
#30756|29237317|315439|201705005236292|20170609|2|RB3A020733|BUMBO-BMB101-Rialzo Baby per Sedia Blu|1|0
#30755|29238317|315469|201705005236292|20170609|1|RB3A020740|BUMBO-BMB403-Rialzo da Pavimento e Rialzo da Sedia 2 in 1 Rosso|1|0
#30423|29249317|317489|201705005236292|20170609|1|RB3A019515|DELTA BABY-36001007-Delta Baby Borsa Fasciatoio da Viaggio Beige|1|0
#30423|29249317|317489|201705005236292|20170609|2|RB3A014985|AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata|1|0
#30190|29267317|315859|201705005236292|20170609|1|RB3A010114|ELODIE DETAILS-103313-Copertina Bambu Colori del Vento|1|0
#30190|29267317|315859|201705005236292|20170609|2|RB3A010296|KUK-F115-46-Set 2 Copertine 70x60 Animali del Bosco|1|0
#30190|29267317|315859|201705005236292|20170609|3|RB3A017485|EFFII-5901832944669-Cuscino Allattamento Luna Blu XXL|1|0
#30190|29267317|315859|201705005236292|20170609|4|RB3A017869|CHILDHOME-CHBTUB-BABY TUB BUCKET BLUE|1|0
#30146|29271317|316089|201705005236292|20170609|1|RB3A019784|OLI AND CAROL-DSM-G-PAPERA SMALL MONOCROME VERDE|1|0
#30146|29271317|316089|201705005236292|20170609|2|RB3A012834|BROTHER MAX-71251BG2-Set 2 cucchiaini termosensibili blu e verde|1|0
#30146|29271317|316089|201705005236292|20170609|3|RB3A012830|BROTHER MAX-71350BG2-Set 2 ciotole impugnatura facile blu e verde|1|0
#30146|29271317|316089|201705005236292|20170609|4|RB3A010837|CHILDHOME-CHSBG-Set Pappa Verde e Bianco|1|0
#30146|29271317|316089|201705005236292|20170609|5|RB3A018741|LOLLIPOPS AND MORE-2952349927624-Lollipops and More Pacifier Tootzie Roll Clip Grey Green|1|0
#30146|29271317|316089|201705005236292|20170609|6|RB3A020241|NUOTA CON FLIPPER-2000994052083-GIALLO-Ciambella Collo Gialla|1|0
#30146|29271317|316089|201705005236292|20170609|7|RB3A019842|SKIP HOP-235100-Moby -COLORE UNICO|1|0
#30013|29284317|316219|201705005236292|20170609|2|RB3A009829|HOBEA-4260329478966-Copertura ricambio Grigio con Gufi per Cuscino allattamento|1|0
#30013|29284317|316219|201705005236292|20170609|3|RB3A009732|HOBEA-4260329478737-Cuscino da allattamento Grigio con Gufetti|1|0
#30546|29685317|321949|#30546|20170614|1|RB3A012858|BUDDY AND BEAR-BBTW029-Bicchierino orsetto|1|0
#30546|29685317|321949|#30546|20170614|10|RB3A019662|FUNKIT WORLD-SMR-92-Funkit World Sacca da Spiaggia in Silicone Rosa|1|0
#30546|29685317|321949|#30546|20170614|11|RB3A020719|DRINK IN THE BOX-1908PKPM-Borraccia con Cannuccia Integrata 235 ml Rosa|1|0
#30546|29685317|321949|#30546|20170614|12|RB3A020727|DRINK IN THE BOX-1901PKPM-Snack Box 355 ml Rosa|1|0
#30546|29685317|321949|#30546|20170614|13|RB3A020726|DRINK IN THE BOX-1901GRPM-Snack Box 355 ml Verde|1|0
#30546|29685317|321949|#30546|20170614|14|RB3A020718|DRINK IN THE BOX-1908GRPM-Borraccia con Cannuccia Integrata 235 ml Verde|1|0
#30546|29685317|321949|#30546|20170614|15|RB3A019775|SIPSNAP-KID-RiseNShine-KID Rise'n'shine|1|0
#30546|29685317|321949|#30546|20170614|16|RB3A020729|DRINK IN THE BOX-1908ICE-Panetto di Ghiaccio per Borraccia 235 ml|2|0
#30546|29685317|321949|#30546|20170614|2|RB3A019457|FUNKY BOX-FBTG09-Porta Salviettine Umidificate da Viaggio Funky Box Bianco con Stella Argento|1|0
#30546|29685317|321949|#30546|20170614|3|RB3A019773|SUAVINEX-QS005DR03-DUCCIO STERILIZZACIUCCIO ROSSO|1|0
#30546|29685317|321949|#30546|20170614|4|RB3A019873|SKIP HOP-252328-Bottiglia da Viaggio con cannuccia-FARFALLA|1|0
#30546|29685317|321949|#30546|20170614|5|RB3A019653|FUNKIT WORLD-SBU-06-Funkit World Secchiello da Spiaggia in Silicone Viola|1|0
#30546|29685317|321949|#30546|20170614|6|RB3A019656|FUNKIT WORLD-SSP-53-Funkit World Paletta per la Sabbia in Silicone Viola|1|0
#30546|29685317|321949|#30546|20170614|7|RB3A019654|FUNKIT WORLD-SMO-41-Funkit World Formine per la Sabbia in Silicone Blu|1|0
#30546|29685317|321949|#30546|20170614|8|RB3A019652|FUNKIT WORLD-SBU-05-Funkit World Secchiello da Spiaggia in Silicone Rosa|1|0
#30546|29685317|321949|#30546|20170614|9|RB3A019658|FUNKIT WORLD-SSP-55-Funkit World Paletta per la Sabbia in Silicone Rosa|1|0
#30533|29687317|321949|#30533|20170614|1|RB3A018393|A LITTLE LOVELY COMPANY-LTST049-Lucine LED Colorate Stelline Pastello|1|0
#30533|29687317|321949|#30533|20170614|2|RB3A019671|BUBBLEGUM STUFF-14052-Bubblegum Stuff Babychino Sippy Cup|1|0
#30533|29687317|321949|#30533|20170614|3|RB3A011306|KANGA CARE-KC-KRRUMPSOS-P117-Pannolino Rumparooz Clyde|1|0
#30533|29687317|321949|#30533|20170614|4|RB3A011907|PLAY e GO-flamingo-Sacco Portagiochi Flamingo|1|0
#31744|30809317|335869|201705005269998|20170630|1|RB3A017520|LILIPUTI-2006002020112-Marsupio Rainbow Line Elegance|1|178,78
#31744|30809317|335869|201705005269998|20170630|3|RB3A020869|LA MILLOU PARENTS PRIDE-AW-POB-DR-Supporto Ergonomico per la Testa Orsi Polari|1|178,78
#31744|30809317|335869|201705005269998|20170630|2|RB3A012319|MBW-MPA31140-Papera da Bagno Mommy|1|178,78
#31744|30809317|335869|201705005269998|20170630|4|RB3A016475|ROCKETBABY-RBP16360-Cesto Passeggino Narvalo|1|178,78
#32697|30773317|334449|201705005270051|20170630|1|RB3A019849|SKIP HOP-235465-Moby Smart Vasca da Bagno - COLORE UNICO|1|71,76
#32517|30789317|336499|201705005269996|20170630|10|RB3A019670|BUBBLEGUM STUFF-13591-Bubblegum Stuff Rocket Baby Bottle|1|193,79
#32517|30789317|336499|201705005269996|20170630|4|RB3A018139|ELODIE DETAILS-103044-CIUCCIO SWEET HONEY HARRY|1|193,79
#32517|30789317|336499|201705005269996|20170630|6|RB3A020910|LA MILLOU PARENTS PRIDE-SBC-URK-GR-Copertura per Cinture di Sicurezza Unicorni|1|193,79
#32517|30789317|336499|201705005269996|20170630|3|RB3A018149|ELODIE DETAILS-103152-CORDINO CIUCCIO SWEET HONEY HARRY|1|193,79
#32517|30789317|336499|201705005269996|20170630|7|RB3A020875|LA MILLOU PARENTS PRIDE-PIG-LM-NV-Cuscino Porcellino La Mobile|1|193,79
#32517|30789317|336499|201705005269996|20170630|5|RB3A020909|LA MILLOU PARENTS PRIDE-SBC-LM-NV-Copertura per Cinture di Sicurezza La Mobile|1|193,79
#32517|30789317|336499|201705005269996|20170630|1|RB3A009266|JULICA-100711-Poster della Crescita Giraffa Maschietti|1|193,79
#32517|30789317|336499|201705005269996|20170630|9|RB3A019669|BUBBLEGUM STUFF-12435-Bubblegum Stuff Gentleman Baby Bottle Champagne Flute|1|193,79
#32517|30789317|336499|201705005269996|20170630|2|RB3A014883|ROCKETBABY-RBP16346-Sacco Nanna Balena Blu Oceano|1|193,79
#32517|30789317|336499|201705005269996|20170630|8|RB3A020876|LA MILLOU PARENTS PRIDE-PIG-GSF-SY-Cuscino Porcellino Graphite Sheep Family|1|193,79
#32722|30766317|334599|201705005270001|20170630|1|RB3A014886|ROCKETBABY-RBP16349-Sacco Nanna Balena Rosso Lava|1|55,76
#32726|30765317|334729|201705005270006|20170630|1|RB3A011069|A LITTLE LOVELY COMPANY-LTBX030-Box lampada Lightbox XL|1|79,2
#31641|30889317|334379|201705005270011|20170630|1|RB3A010041|CHILDHOME-CWRSP-Dondolo a forma di Vespa Rosa|1|0
#32676|30910317|335179|201705005270003|20170630|1|RB20012X|Duux-DUAH02-Umidificatore D'aria Funghetto Rosso|1|0
#31879|30935317|334349|#31879|20170630|1|RB3A010040|CHILDHOME-CWRSMB-Dondolo a forma di Vespa Blu Menta|1|0
#31813|30947317|335989|201705005270000|20170630|1|RB3A017798|A LITTLE LOVELY COMPANY-BPMR008-Mini Backpack Mermaid|1|0
#31813|30947317|335989|201705005270000|20170630|4|RB3A018667|LOLLIPOPS AND MORE-2952349927679-Lollipops and More Pacifier Star Dust Clip Pastel Pink|1|0
#31813|30947317|335989|201705005270000|20170630|5|RB3A018178|ELODIE DETAILS-103472_M-CAPPELLINO PER IL SOLE POWDER PINK-1-2 Anni|1|0
#31813|30947317|335989|201705005270000|20170630|2|RB3A019435|EFFII-5901832946151-Effii Copertina in Cotone Rosa|1|0
#31813|30947317|335989|201705005270000|20170630|3|RB3A009984|CHILDHOME-CCCB60PW-Cesto Contenitore Stella Rosa 60x32x32|1|0
#31789|30953317|336239|201705005270015|20170630|1|RB3A008918|TYRRELL KATZ-Snack Boxes Giungla|1|0
#31789|30953317|336239|201705005270015|20170630|3|RB3A010038|CHILDHOME-CWRSCR-Dondolo a forma di Vespa Crema|1|0
#31789|30953317|336239|201705005270015|20170630|2|RB3A020877|KG DESIGN-3037-Tovaglietta in Silicone Nuvoletta Azzurra|1|0
#31712|30956317|335939|201705005270004|20170630|5|RB3A020874|LA MILLOU PARENTS PRIDE-PIG-HL-RY-Cuscino Porcellino Hello Llamas|1|0
#31712|30956317|335939|201705005270004|20170630|4|RB3A016476|ROCKETBABY-RBP16361-Cesto Passeggino Coniglio|1|0
#31712|30956317|335939|201705005270004|20170630|3|RB3A020169|DIAPERCHAMP-DCR-Pattumiera Mangiapannolini Intrappolaodori Regular|1|0
#31712|30956317|335939|201705005270004|20170630|1|RB3A010297|KUK-F115-37-Set 2 Copertine 70x60 Elefanti Rosa|1|0
#32091|30925317|335259|201705005269997|20170630|2|RB2000Z3|Play e go-DIAMOND_PINK-Sacco Portagiochi a Quadretti Bianco e Rosa|1|0
#32091|30925317|335259|201705005269997|20170630|3|RB3A011137|ROCKETBABY-RBP16306-Cesto Contenitore ZigZag Verde|1|0
#32091|30925317|335259|201705005269997|20170630|4|RB3A013147|BAMBOOM-104-003-004-CAMBIO COVER SQUARE - Changing mat elastic 50x70cm ROSA-0|1|0
#31778|30880317|335879|201705005269999|20170630|1|RB3A017767|YOOKIDOO-YKD40115-Stack n Spray Tub Fountain|1|0
#31778|30880317|335879|201705005269999|20170630|3|RB3A019653|FUNKIT WORLD-SBU-06-Funkit World Secchiello da Spiaggia in Silicone Viola|1|0
#31778|30880317|335879|201705005269999|20170630|6|RB3A019654|FUNKIT WORLD-SMO-41-Funkit World Formine per la Sabbia in Silicone Blu|1|0
#31778|30880317|335879|201705005269999|20170630|2|RB3A019656|FUNKIT WORLD-SSP-53-Funkit World Paletta per la Sabbia in Silicone Viola|1|0
#31778|30880317|335879|201705005269999|20170630|5|RB3A011634|BIG MOUTH-BMPFWS-Ciambellone gonfiabile XXL Cigno bianco|1|0
#31778|30880317|335879|201705005269999|20170630|7|RB3A020858|LA MILLOU PARENTS PRIDE-HAT-G-DCW-Cappellino da Sole Regolabile Acchiappasogni Bianco|1|0
#31778|30880317|335879|201705005269999|20170630|4|RB3A019662|FUNKIT WORLD-SMR-92-Funkit World Sacca da Spiaggia in Silicone Rosa|1|0
#31712|30956317|335939|201705005270004|20170630|2|RB3A019593|BABY ELEPHANT EARS-1039-Baby Elephant Ears Cuscino Ergonomico con Grechine|1|0
#31053A|30922317|335199|201705005270005|20170630|1|RB3A019708|SUAVINEX-QS005DT01-DUCCIO STERILIZZACIUCCIO BLU|1|0
#31053A|30922317|335199|201705005270005|20170630|4|RB3A018662|LOLLIPOPS AND MORE-2952349927136-Lollipops and More Pacifier Tootsie Roll Clip Navy|1|0
#31053A|30922317|335199|201705005270005|20170630|5|RB3A019785|OLI AND CAROL-VTAN-SH-ANIMALI VINTAGE CAVALLUCCIO MARINO|1|0
#31053A|30922317|335199|201705005270005|20170630|2|RB3A018378|KUK-F115-58-Set 2 Teli Multiuso  Ananas Antracite 70 x 60-70 x 60 cm|1|0
#31053A|30922317|335199|201705005270005|20170630|7|RB3A020243|NUOTA CON FLIPPER-2000994052083-CELESTE-Ciambella Collo Azzurra|1|0
#31053A|30922317|335199|201705005270005|20170630|3|RB3A018382|KUK-F115-26-Set 2 Teli Multiuso  Balena Grigio 70 x 60-70 x 60 cm|1|0
#31053A|30922317|335199|201705005270005|20170630|8|RB3A020739|BUMBO-BMB401-Rialzo da Pavimento e Rialzo da Sedia 2 in 1 Blu|1|0
#31053A|30922317|335199|201705005270005|20170630|6|RB3A012355|CUPCAKE BABIES-CCBBT02-Set Baby Bath 2 in 1 Turchese|1|0
#32032|30863317|334369|201705005270010|20170630|1|RB3A010041|CHILDHOME-CWRSP-Dondolo a forma di Vespa Rosa|1|0
#32091|30925317|335259|201705005269997|20170630|5|RB3A012527|BLOOMINGVILLE-75111059-Cuscino Nuvoletta verde|1|0
#32091|30925317|335259|201705005269997|20170630|6|RB3A009390|ELODIE DETAILS-103134-Cordoncino Ciuccio - Apple of my eye|1|0
#32091|30925317|335259|201705005269997|20170630|1|RB3A012801|TELLKIDDO-52-Sacco Portaoggetti Canvas Toys|1|0
#32016|30931317|334359|201705005270014|20170630|1|RB3A010040|CHILDHOME-CWRSMB-Dondolo a forma di Vespa Blu Menta|1|0
#31660|30965317|335039|201705005270002|20170630|2|RB3A013131|BAMBOOM-104-000-117-BODY Short sleeves (front opening) BIANCO-TAGLIA-3M|1|142,82
#31660|30965317|335039|201705005270002|20170630|1|RB3A019808|SKIP HOP-185510-Giostrina con Proiettore|1|142,82
#31640|30966317|335019|201705005270007|20170630|1|RB3A015633|BABYZEN-3760222211444-YO YO Color Pack Taupe dai 6 mesi|1|461,42
#31640|30966317|335019|201705005270007|20170630|5|RB3A019955|MIAMI KIDS-S15901A-LIGHTBLUE-Sneaker Slip on Baby Azzurro-25|1|461,42
#31640|30966317|335019|201705005270007|20170630|2|RB3A015628|BABYZEN-3760222211192-YO YO Telaio nero|1|461,42
#31640|30966317|335019|201705005270007|20170630|3|RB3A020266|DAIKOS-SQD217TU50-Pinna da Squalo Rossa|1|461,42
#32731|30903317|334989|#32731|20170630|1|RB3A018741|LOLLIPOPS AND MORE-2952349927624-Lollipops and More Pacifier Tootzie Roll Clip Grey Green|1|0
#32731|30903317|334989|#32731|20170630|2|RB3A019849|SKIP HOP-235465-Moby Smart Vasca da Bagno - COLORE UNICO|1|0
#32652|30782317|334579|201705005270009|20170630|1|RB3A015256|4MOMS-MO0150053290 -Sdraietta Elettrica BounceRoo Multi|1|194,5
#31969|30866317|336409|201705005270039|20170630|3|RB3A019849|SKIP HOP-235465-Moby Smart Vasca da Bagno - COLORE UNICO|1|0
#31969|30866317|336409|201705005270039|20170630|2|RB3A020868|LA MILLOU PARENTS PRIDE-AW-WM-SY-Supporto Ergonomico per la Testa Balena Bianca|1|0
#31969|30866317|336409|201705005270039|20170630|1|RB3A020875|LA MILLOU PARENTS PRIDE-PIG-LM-NV-Cuscino Porcellino La Mobile|1|0
#23065|20697317|221089|#23065|20170105|1|RB3A015626|JET KIDS- BEDBOX RED-Lettino da viaggio treno e aereo rosso|1|0
#23246|20852317|221569|#23246|20170109|1|RB3A008970|TYRRELL KATZ-Bicchiere con manici motori|1|0
#23246|20852317|221569|#23246|20170109|2|RB3A008991|TYRRELL KATZ-Bavaglino motori|1|0
#23246|20852317|221569|#23246|20170109|3|RB3A008903|TYRRELL KATZ-Lunch Box motori|1|0
#23246|20852317|221569|#23246|20170109|4|RB3A011120|TYRRELL KATZ-59LU2-Lunch Bag Motori|1|0
#23246|20852317|221569|#23246|20170109|5|RB3A008933|TYRRELL KATZ-Ciotola motori|1|0
#23137|20869317|222389|#23137|20170109|1|RB3A015626|JET KIDS- BEDBOX RED-Lettino da viaggio treno e aereo rosso|1|0
#23317|20952317|223179|#23317|20170110|1|RB3A015627|JET KIDS- BEDBOX BLUE-Lettino da viaggio treno e aereo blu|1|0
#23975|21743317|231379|#23975|20170124|1|RB3A014986|AQUASCALE-94032080-Supporto per vaschetta digitale|1|0
#23975|21743317|231379|#23975|20170124|2|RB3A014985|AQUASCALE-84231090-Vaschetta digitale con bilancia incorporata|1|0
#24336|22566317|239849|#24336|20170210|1|RB3A011137|ROCKETBABY-RBP16306-Cesto Contenitore ZigZag Verde|1|0
#24336|22566317|239849|#24336|20170210|2|RB3A009312|ROCKETBABY-RBP15100301-Cesto per Passeggino Camaleonte|1|0
#24336|22566317|239849|#24336|20170210|3|RB3A014990|PLAY e GO-Roadmap-Sacco Portagiochi Circuito|1|0
#25010|22795317|242719|#25010|20170216|1|RB3A015627|JET KIDS- BEDBOX BLUE-Lettino da viaggio treno e aereo blu|1|0
#25152|22953317|244219|#25152|20170221|1|RB3A013837|BLADEeROSE-5060257465859-Leggings Rainbow 0-6m|1|0
#25152|22953317|244219|#25152|20170221|2|RB3A013930|BLADEeROSE-5060257461622-Hoodie Star Red 2-3y|1|0
#25152|22953317|244219|#25152|20170221|3|RB3A017340|SMOKO-UNIWEI-Lampada Unicorno Bianca Piccola|1|0
#24984|23148317|246039|#24984|20170224|1|RB3A010904|CHILDHOME-CWNBCR-Marsupio da Mare in Neoprene Rosso|1|0
#25197|23401317|248339|#25197|20170303|1|RB3A012433|LOVE LASTIC-B113-Love Lastic Sun|1|0
#25197|23401317|248339|#25197|20170303|2|RB3A017984|SUPERGA-S003NB0DSN-SCARPE DISNEY TOPOLINO-33|1|0
#25143|23410317|248329|#25143|20170303|1|RB3A012431|LOVE LASTIC-B111-Love Lastic Classic|1|0
#25143|23410317|248329|#25143|20170303|2|RB3A013980|BLADEeROSE-5060257465613-Leggings Tractor 6-12m|1|0
#25143|23410317|248329|#25143|20170303|3|RB3A017983|SUPERGA-S003NB0DSN-SCARPE DISNEY TOPOLINO-32|1|0
#25143|23410317|248329|#25143|20170303|4|RB3A017411|BOON-B407-Balena Portaoggetti Per La Vasca|1|0
#25696|23883317|253779|#25696|20170315|1|RB3A012953|HAPPY HOPPERZ-HHZ12-Gonfiabile Cavalcabile Medium Dino Viola|1|0
#25696|23883317|253779|#25696|20170315|2|RB3A013777|BLADEeROSE-5060257466184-Leggings Pineapple 2-3y|1|0
#25696|23883317|253779|#25696|20170315|3|RB3A013755|BLADEeROSE-5060257465835-Leggings Oheo Owl 2-3y|1|0
#25696|23883317|253779|#25696|20170315|4|RB3A013980|BLADEeROSE-5060257465613-Leggings Tractor 6-12m|1|0
#25696|23883317|253779|#25696|20170315|5|RB3A013643|BLADEeROSE-5060257461929-Leggings Fire engine 6-12m|1|0
#25696|23883317|253779|#25696|20170315|6|RB3A012347|CUPCAKE BABIES-VDBB05-Cappello Anti Schiuma Blu|1|0
#25696|23883317|253779|#25696|20170315|7|RB3A012346|CUPCAKE BABIES-VDBR06-Cappello Anti Schiuma Rosa|1|0
#25696|23883317|253779|#25696|20170315|8|RB3A017411|BOON-B407-Balena Portaoggetti Per La Vasca|1|0
#26710|24402317|259259|#26710|20170324|1|RB3A008970|TYRRELL KATZ-Bicchiere con manici motori|1|0
#26710|24402317|259259|#26710|20170324|2|RB3A008977|TYRRELL KATZ-Posate dinosauri|1|0
#26710|24402317|259259|#26710|20170324|3|RB3A008983|TYRRELL KATZ-Vassoio con scomparti dinosauri|1|0
#26034|24581317|261969|#26034|20170328|1|RB3A018492|GLOBBER-IDD455-100-Monopattino Evo 5 in 1 - Blu Scuro|1|0
#27179|25078317|267549|#27179|20170405|1|RB3A010039|CHILDHOME-CWRSIT-Dondolo a forma di Vespa Tricolore|1|0
#27121|25224317|268929|#27121|20170407|1|RB3A011305|KANGA CARE-KC-C4026SP-Pannolino Rumparooz Charlie|1|0
#27256|25386317|270609|#27256|20170412|1|RB3A013057|BAMBOOM-104-000-004-AUTO FRESH MINI - carseat cover group 0+ GRIGIO-0|1|0
#27256|25386317|270609|#27256|20170412|2|RB3A009313|ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde|1|0
#27256|25386317|270609|#27256|20170412|3|RB3A013063|BAMBOOM-104-108-033-BAGNO DUO MUSLIN Hooded towel + wash glove STRISCE VERDI|1|0
#27256|25386317|270609|#27256|20170412|4|RB3A013062|BAMBOOM-104-108-032-BAGNO DUO MUSLIN Hooded towel + wash glove STRISCE GRIGIE-0|1|0
#27256|25386317|270609|#27256|20170412|5|RB3A013064|BAMBOOM-104-108-034-BAGNO DUO MUSLIN Hooded towel + wash glove STRISCE ROSA-0|1|0
#27256|25386317|270609|#27256|20170412|6|RB3A013162|BAMBOOM-104-027-029-CHANGING MAT COVER NEW VINTAGE 50x70cm SABBIA E BIANCO-0|1|0
#27686|25452317|271369|#27686|20170413|1|RB3A010022|CHILDHOME-CCFOF-Portaoggetti Multitasche Grigio e Fucsia|1|0
#27686|25452317|271369|#27686|20170413|2|RB3A016476|ROCKETBABY-RBP16361-Cesto Passeggino Coniglio|1|0
#28106|25848317|276109|#28106|20170421|1|RB3A017388|BABYBREZZA-FRP0045EU-Macchinetta Del Latte In Polvere|1|0
#27864|25854317|276119|#27864|20170421|1|RB3A018736|BS-BTSGA196-Gioco BS XXL Bubbles|1|0
#27864|25854317|276119|#27864|20170421|2|RB3A011907|PLAY e GO-flamingo-Sacco Portagiochi Flamingo|1|0
#27864|25854317|276119|#27864|20170421|3|RB3A014892|ROCKETBABY-RBP16334-Scatola Portagiochi Zebra|1|0
#27864|25854317|276119|#27864|20170421|4|RB3A014891|ROCKETBABY-RBP16333-Scatola Portagiochi Flamingo|1|0
#30158|27924317|301439|#30158|20170525|1|RB3A016476|ROCKETBABY-RBP16361-Cesto Passeggino Coniglio|1|0
#30152|27925317|301449|#30152|20170525|1|RB3A016476|ROCKETBABY-RBP16361-Cesto Passeggino Coniglio|1|0
#30145|27926317|301319|#30145|20170525|1|RB3A009313|ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde|1|0
#30215|28504317|308369|#30215|20170601|1|RB3A017876|PLAY e GO-Color_your_map-Sacco Portagiochi Da Colorare|1|0
#30215|28504317|308369|#30215|20170601|2|RB3A013892|BLADEeROSE-5060257461899-Leggings Rocket 2-3y|1|0
#30215|28504317|308369|#30215|20170601|3|RB3A019454|FUNKY BOX-FBTG01-Porta Salviettine Umidificate da Viaggio Funky Box Azzurro con Stella Bianca|1|0
#30215|28504317|308369|#30215|20170601|4|RB3A013573|BLADEeROSE-5060257465774-Leggings Crazy Cat 1-2y|1|0
#30762A|29225317|314979|#30762A|20170609|1|RB3A009943|A LITTLE LOVELY COMPANY-WSGW003-Stickers da Muro: Grow Wild|1|0
#30762A|29225317|314979|#30762A|20170609|2|RB3A011092|COQ EN PATE-L16SACRUKMBELE-Sacca Elefante|1|0
#30762A|29225317|314979|#30762A|20170609|3|RB3A007732|COQ EN PATE-L15SACRUKMBZEB-Sacca Zebra|1|0
#30762A|29225317|314979|#30762A|20170609|4|RB3A019725|SUAVINEX-QS0240006-PULISCI SUCCHIETTO 14 SALV. MONO|1|0
#30762A|29225317|314979|#30762A|20170609|5|RB3A020740|BUMBO-BMB403-Rialzo da Pavimento e Rialzo da Sedia 2 in 1 Rosso|1|0
#31091A|30187317|326859|#31091A|20170621|1|RB3A019435|EFFII-5901832946151-Effii Copertina in Cotone Rosa|1|0
#31091A|30187317|326859|#31091A|20170621|10|RB3A020717|DRINK IN THE BOX-1908BLPM-Borraccia con Cannuccia Integrata 235 ml Blu|1|0
#31091A|30187317|326859|#31091A|20170621|11|RB3A019663|FUNKIT WORLD-FBE-71-Funkit World Frisbee in Silicone Blu|1|0
#31091A|30187317|326859|#31091A|20170621|12|RB3A018724|BS-BTSGA015-Gioco BS Waterball|1|0
#31091A|30187317|326859|#31091A|20170621|13|RB3A020266|DAIKOS-SQD217TU50-Pinna da Squalo Rossa|1|0
#31091A|30187317|326859|#31091A|20170621|14|RB3A020264|DAIKOS-SQD217TU10-Pinna da Squalo Nera|1|0
#31091A|30187317|326859|#31091A|20170621|15|RB3A016476|ROCKETBABY-RBP16361-Cesto Passeggino Coniglio|1|0
#31091A|30187317|326859|#31091A|20170621|16|RB3A011627|BIG MOUTH-BMPFPA-Ciambellone gonfiabile XXL Ananas|1|0
#31091A|30187317|326859|#31091A|20170621|17|RB3A019753|SUNNYLIFE-SULARMCR-Inflatable Arm Band Crabby|1|0
#31091A|30187317|326859|#31091A|20170621|18|RB3A011637|BIG MOUTH-BMBTPI-Telo da mare XXL Pizza|1|0
#31091A|30187317|326859|#31091A|20170621|19|RB3A012553|ROCKETBABY-RBP16342-Cappellino SnapBack Kid Blu|1|0
#31091A|30187317|326859|#31091A|20170621|2|RB3A012556|ELODIE DETAILS-103500-Sacco Passeggino Bedouin Stories|1|0
#31091A|30187317|326859|#31091A|20170621|20|RB3A020791|CUDDLEDRY-CRR01-Accappatoio Dinosauro CuddleRoar|1|0
#31091A|30187317|326859|#31091A|20170621|21|RB3A018640|LITTLELIFE-L10880-Zaino Littlelife 1-3 anni Coccodrillo|1|0
#31091A|30187317|326859|#31091A|20170621|22|RB3A017487|EFFII-5901832944676-Cuscino Allattamento Luna Cipria XXL|1|0
#31091A|30187317|326859|#31091A|20170621|3|RB3A017419|EFFII-5901832942719-Trapunta Avvolgente Neonato Double Face Conigli Grigi e Pois Rosa|1|0
#31091A|30187317|326859|#31091A|20170621|4|RB3A008897|TYRRELL KATZ-Borraccia Giungla|1|0
#31091A|30187317|326859|#31091A|20170621|5|RB3A010165|CHILDHOME-WAKWM-Fasciatoio Graduato Bianco|1|0
#31091A|30187317|326859|#31091A|20170621|6|RB3A019457|FUNKY BOX-FBTG09-Porta Salviettine Umidificate da Viaggio Funky Box Bianco con Stella Argento|1|0
