"StkCodiceFornitore"|"StkRagSocFornitore"|"StkAnaArtCodice"|"StkAnaArtDescrizione"|"StkQuantitaTotale"|"StkQuantitaImpegnata"|"StkQuantitaDisponibile"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K0-FU-18_24M-CO"|"LIMOBASICS-10669S_FUC_86-92-Felpa con Cappuccio"|"0000000003"|"0000000000"|"0000000003"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K1-BE-18_24M-CO"|"LIMOBASICS-19525R_STO_86-92-Tutina Pigiamino"|"0000000003"|"0000000000"|"0000000003"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K2-VP-18_24M-CO"|"LIMOBASICS-19521R_GRA_86-92-Body Manica Lunga Scollo Tondo"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K3-VA-9_12M-CO"|"LIMOBASICS-20667R_LIM_74-80-Leggings"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K4-LI-L-CO"|"LIMOBASICS-09508J_LIL_L-Lenzuolo Coprimaterasso lil"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K5-LI-67-CO"|"LIMOBASICS-10543J_LIL-Paracolpi"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K9-FU-29-"|"SUPERGA-S006KQ0 750-RBRJ 922 fuxia 29-Stivali di Gomma High cut Bambino"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000K9-VA-37-"|"SUPERGA-S006KQ0 750-RBRJ 560 acid green 37-Stivali di Gomma High cut Bambino"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000KA-FU-29-"|"SUPERGA-S006KR0 751-RBRJ 981 fuxia - blue 29-Stivali di Gomma con Chiusura a Coulisse Bambino"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000KA-FU-30-"|"SUPERGA-S006KR0 751-RBRJ 981 fuxia - blue 30-Stivali di Gomma con Chiusura a Coulisse Bambino"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000KA-FU-32-"|"SUPERGA-S006KR0 751-RBRJ 981 fuxia - blue 32-Stivali di Gomma con Chiusura a Coulisse Bambino"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000KH-BL-35-"|"SUPERGA-S008170 791-RBRU 940 blue 35-Stivali di Gomma Lucida mid cut Adulto"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000KS-SA-24-"|"SUPERGA-S007A50 2204-SUEJ 956 sand 24-Sneaker mid cut in Suede Stringata"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000V4"|"Historie d Ours-HO2285--Maschera Peluche Ape"|"0000000003"|"0000000000"|"0000000003"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000WS-GI-M-"|"Penguinbag-PATUCOS- Antisdrucciolo Gialle M"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000WY"|"ROLLY BRUSH-00pw0130-Shampoo 300 ml Sponge bob"|"0000000011"|"0000000000"|"0000000011"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000WZ"|"ROLLY BRUSH-00pw0120-Bagnoschiuma 300 ml Sponge bob"|"0000000009"|"0000000000"|"0000000009"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2000X0"|"ROLLY BRUSH-00pw0140-Sapone Liquido 300 ml Sponge bob"|"0000000008"|"0000000000"|"0000000008"
"FO20151119_PO000001"|"ROCKETBABY"|"RB20010P-BR-XS-"|"Pomkin-LISE-INDIGO-ETOILES-ROUGE- Top da Allattamento Lise Blu a stelle rosse XS"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2AJ30031"|"ROLLY BRUSH-Set Bagno Toy Story con pistola ad acqua"|"0000000002"|"0000000000"|"0000000002"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2AJ30032"|"ROLLY BRUSH-Valigetta braccialetti elastici Minions"|"0000000007"|"0000000000"|"0000000007"
"FO20151119_PO000001"|"ROCKETBABY"|"RB2AJ30033"|"ROLLY BRUSH-Valigetta braccialetti elastici Frozen"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A007696"|"COQ EN PATE-15BODMBSNOKit body e bavaglino Gatto 6 mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A007699"|"COQ EN PATE-15BODMBZEBKit body e bavaglino Zebra 12 mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A007717"|"COQ EN PATE-14HBODMBOBLKit body e bavaglino Orso bianco 12 mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A007719"|"COQ EN PATE-L15SACDOSMBSNO-Zaino Gatto"|"0000000003"|"0000000000"|"0000000003"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A007911"|"LIMOBASICS-19873R_DEN_62-68-Body senza maniche denim DEN"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A007935"|"LIMOBASICS-19873R_STO_62-68-Body senza maniche beige STO"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A008090"|"LIMOBASICS-11450J_STO_50-56-Abitino manica corta scollo tondo beige STO"|"0000000001"|"0000000000"|"0000000001"
"FO20151119_PO000001"|"ROCKETBABY"|"RB3A019934"|"MIAMI KIDS-S15901A-RED-Sneaker Slip on Baby Rosso-28"|"0000000001"|"0000000000"|"0000000001"
"FO20151125_PO30214"|"superga"|"RB2000KA-FU-30-"|"SUPERGA-S006KR0 751-RBRJ 981 fuxia - blue 30-Stivali di Gomma con Chiusura a Coulisse Bambino"|"0000000001"|"0000000000"|"0000000001"
"FO20151127_PO30216"|"snurk"|"RB2000GT--LS-CO"|"SNURK-Lenzuolo/Copripiumino 140 x 220 +1 Federa-Copripiumino Pirata"|"0000000002"|"0000000000"|"0000000002"
"FO20151127_PO30216"|"snurk"|"RB2000GW--LS-CO"|"SNURK-Lenzuolo/Copripiumino 140 x 220 +1 Federa-Copripiumino Astronauta"|"0000000001"|"0000000000"|"0000000001"
"FO20151209_PO30233"|"snurk"|"RB2000X3"|"SNURK-Lenzuolo/Copripiumino 140 x 220 + 2 Federe-Copripiumino Piscina"|"0000000001"|"0000000000"|"0000000001"
"FO20151209_PO30233"|"snurk"|"RB3A009298"|"SNURK-Redfish140-Copripiumino Pesce Rosso"|"0000000002"|"0000000000"|"0000000002"
"FO20151210_PO30240"|"limobasics"|"RB2000JX-FU--CO"|"LIMOBASICS-09513R fuc-Boots"|"0000000001"|"0000000000"|"0000000001"
"FO20160120_PO00004"|"ROCKETBABY"|"RB2000K1-RO1-9_12M-VE"|"LIMOBASICS-19525V_ROJ_74-80-Tutina Pigiamino"|"0000000001"|"0000000000"|"0000000001"
"FO20160120_PO00004"|"ROCKETBABY"|"RB2000K1-RO-9_12M-VE"|"LIMOBASICS-19525V_ROS_74-80-Tutina Pigiamino"|"0000000002"|"0000000000"|"0000000002"
"FO20160120_PO00004"|"ROCKETBABY"|"RB2000K1-VA-9_12M-VE"|"LIMOBASICS-19525V_LIM_74-80-Tutina Pigiamino"|"0000000003"|"0000000000"|"0000000003"
"FO20160120_PO00004"|"ROCKETBABY"|"RB2000K1-VP-9_12M-VE"|"LIMOBASICS-19525V_GRA_74-80-Tutina Pigiamino"|"0000000001"|"0000000000"|"0000000001"
"FO20160120_PO00004"|"ROCKETBABY"|"RB3A009803"|"LIMOBASICS-19525R_MST_50-56-Tutina Pigiamino Senape"|"0000000001"|"0000000000"|"0000000001"
"FO20160120_PO00004"|"ROCKETBABY"|"RB3A009804"|"SUPERGA-S006PS0 750-FANRBRJ a37 Love Pink Azure 38-Stivali di Gomma Fantasia Bambino"|"0000000001"|"0000000000"|"0000000001"
"FO20160129_PO00005"|"ROCKETBABY"|"RB2000DC"|"MAMMA BABY OLCELLI-shdoc500b-Doccia Shampoo Baby"|"0000000005"|"0000000000"|"0000000005"
"FO20160129_PO00005"|"ROCKETBABY"|"RB3A009861"|"HISTOIRE D'OURS-OMR-Copertina Orsetto Marrone"|"0000000001"|"0000000000"|"0000000001"
"FO20160210_PO30333"|"elodie details"|"RB3A009385"|"ELODIE DETAILS-103033-Ciuccio Retro Revolution Light"|"0000000005"|"0000000000"|"0000000005"
"FO20160217_PO30355"|"wild and soft"|"RB2000JD"|"Wild and Soft-PL005-Jack lo Squalo"|"0000000001"|"0000000000"|"0000000001"
"FO20160229_PO30382"|"A Little Lovely Company"|"RB3A009887"|"A LITTLE LOVELY COMPANY-LTSF001-Poster per Box Lampada: Divertimento"|"0000000004"|"0000000000"|"0000000004"
"FO20160229_PO30382"|"A Little Lovely Company"|"RB3A009891"|"A LITTLE LOVELY COMPANY-LTSK004-Poster per Box Lampada: Cucina"|"0000000002"|"0000000000"|"0000000002"
"FO20160229_PO30384"|"elodie details"|"RB3A009407"|"ELODIE DETAILS-103140-Cordoncino Ciuccio - White Denim"|"0000000001"|"0000000000"|"0000000001"
"FO20160310_PO30406"|"A Little Lovely Company"|"RB3A009926"|"A LITTLE LOVELY COMPANY-CUBA001-Cuscinetto Pipistrello"|"0000000001"|"0000000000"|"0000000001"
"FO20160311_PO30409"|"wild and soft"|"RB3A010344"|"WILD AND SOFT-WS 0058-Adam il Triceratopo"|"0000000001"|"0000000000"|"0000000001"
"FO20160311_PO30409"|"wild and soft"|"RB3A010352"|"WILD AND SOFT-WS 0037-Daniel la Zebra"|"0000000001"|"0000000000"|"0000000001"
"FO20160317_PO30426"|"bebe confort"|"RB2000S4"|"BEBE CONFORT-86060100-Base Seggiolino Auto Isofix Familyfix"|"0000000003"|"0000000000"|"0000000003"
"FO20160406_PO30468"|"baby art"|"RB200003"|"BABY ART-34120052-Cornice Tripla Bianca Quadrata"|"0000000004"|"0000000000"|"0000000004"
"FO20160406_PO30468"|"baby art"|"RB20000K"|"BABY ART-34120139-Cornice Tripla Quadrata Grigia"|"0000000001"|"0000000000"|"0000000001"
"FO20160406_PO30473"|"maikii"|"RB2000W4--G-"|"MAIKII-FD004403-Chiavetta Usb Hello Kitty Classic 4GB"|"0000000001"|"0000000000"|"0000000001"
"FO20160406_PO30473"|"maikii"|"RB3A010657"|"MAIKII-FD019403-Chiavetta Usb Disney Pippo 8gb"|"0000000001"|"0000000000"|"0000000001"
"FO20160406_PO30473"|"maikii"|"RB3A010659"|"MAIKII-FD019402-Chiavetta Usb Disney Minnie 8gb"|"0000000001"|"0000000000"|"0000000001"
"FO20160407_PO30475"|"A Little Lovely Company"|"RB3A009955"|"A LITTLE LOVELY COMPANY-KITP005-Tenda Tipi Nera"|"0000000001"|"0000000000"|"0000000001"
"FO20160411_PO30482"|"Duux"|"RB3A010042"|"DUUX-DUATH03-Olio Essenziale alla Citronella per Umidificatore"|"0000000004"|"0000000000"|"0000000004"
"FO20160411_PO30482"|"Duux"|"RB3A010043"|"DUUX-DUATP03-Olio Essenziale alla Citronella per Purificatore d'Aria"|"0000000003"|"0000000000"|"0000000003"
"FO20160411_PO30482"|"Duux"|"RB3A010046"|"DUUX-DUATH01-Olio Essenziale alla Lavanda per Umidificatore"|"0000000003"|"0000000000"|"0000000003"
"FO20160412_PO30486"|"maikii"|"RB3A010731"|"MAIKII-FD007506-Chiavetta Usb Star Wars C-3PO 8gb"|"0000000001"|"0000000000"|"0000000001"
"FO20160412_PO30486"|"maikii"|"RB3A010734"|"MAIKII-FD007405-Chiavetta Usb Star Wars Chewbacca 16gb"|"0000000002"|"0000000000"|"0000000002"
"FO20160414_PO30488"|"elodie details"|"RB3A009381"|"ELODIE DETAILS-103025-Ciuccio Blue Jeans Baby"|"0000000007"|"0000000000"|"0000000007"
"FO20160414_PO30490"|"Studio Ditte"|"RB3A017749"|"STUDIO DITTE-68399-Sticker da muro Robot con Nuvole Small"|"0000000005"|"0000000000"|"0000000005"
"FO20160414_PO30490"|"Studio Ditte"|"RB3A017750"|"STUDIO DITTE-68412-Sticker da muro Robot con Elicottero Small"|"0000000004"|"0000000000"|"0000000004"
"FO20160414_PO30490"|"Studio Ditte"|"RB3A017751"|"STUDIO DITTE-68405-Sticker da muro Robot con mappa subway Small"|"0000000004"|"0000000000"|"0000000004"
"FO20160414_PO30492"|"baby art"|"RB200002"|"BABY ART-34120050-Cornice Doppia Bianca Quadrata"|"0000000002"|"0000000000"|"0000000002"
"FO20160419_PO30501"|"A Little Lovely Company"|"RB3A009941"|"A LITTLE LOVELY COMPANY-WSSN005-Stickers da Muro: Starry Night"|"0000000002"|"0000000000"|"0000000002"
"FO20160420_PO30505"|"A Little Lovely Company"|"RB3A009908"|"A LITTLE LOVELY COMPANY-LTAP013-Lampada Mini Ananas Rosa"|"0000000001"|"0000000000"|"0000000001"
"FO20160421_PO30510"|"wild and soft"|"RB3A010351"|"WILD AND SOFT-WS 0046-Thomas il Panda"|"0000000001"|"0000000000"|"0000000001"
"FO20160422_PO30512"|"limobasics"|"RB2000JU-LI-M2-CO"|"LIMOBASICS-09519R_LIL_62-Body Kimono a Manica Lunga"|"0000000001"|"0000000000"|"0000000001"
"FO20160427_PO30526"|"KUK"|"RB3A010565"|"KUK-FS337-12-Body Manica corta Elefante Rosa 6-12 mesi"|"0000000001"|"0000000000"|"0000000001"
"FO20160504_PO30534"|"Studio Roof"|"RB3A011816"|"STUDIO ROOF-IMA2-Set da gioco Animali"|"0000000004"|"0000000000"|"0000000004"
"FO20160509_PO30542"|"baby art"|"RB20000Q"|"BABY ART-34120143-Portafotografia da Scrivania Quadrato Grigio"|"0000000004"|"0000000000"|"0000000004"
"FO20160509_PO30546"|"elodie details"|"RB3A010331"|"ELODIE DETAILS-103305-Copertina Waffle Gilded Powder"|"0000000002"|"0000000000"|"0000000002"
"FO20160512_PO30555"|"mamma baby olcelli"|"RB2000DF"|"MAMMA BABY OLCELLI-shint500b-Detergente Intimo"|"0000000003"|"0000000000"|"0000000003"
"FO20160513_PO30557"|"A Little Lovely Company"|"RB3A010971"|"A LITTLE LOVELY COMPANY-PFMW004-Ghirlande mini White"|"0000000004"|"0000000000"|"0000000004"
"FO20160518_PO30563"|"fctry"|"RB3A010866"|"FCTRY-GLSTA32-Occhiali da Sole Baby Bianchi 3-6 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160518_PO30563"|"fctry"|"RB3A010867"|"FCTRY-GLSTA33-Occhiali da Sole Baby Rosa 3-6 anni"|"0000000005"|"0000000000"|"0000000005"
"FO20160518_PO30563"|"fctry"|"RB3A011070"|"FCTRY-SKSTA05-Calzine antiscivolo Losanga Blu"|"0000000001"|"0000000000"|"0000000001"
"FO20160518_PO30563"|"fctry"|"RB3A011073"|"FCTRY-SKSTA03-Calzina antiscivolo Sport Bianca e Verde"|"0000000003"|"0000000000"|"0000000003"
"FO20160518_PO30563"|"fctry"|"RB3A011075"|"FCTRY-SKSTA07-Calzine antiscivolo Losanga Marrone"|"0000000005"|"0000000000"|"0000000005"
"FO20160518_PO30563"|"fctry"|"RB3A011076"|"FCTRY-SKSTA06-Calzine antiscivolo Losanga Antracite"|"0000000001"|"0000000000"|"0000000001"
"FO20160518_PO30563"|"fctry"|"RB3A011077"|"FCTRY-SKSTA04-Calzine antiscivolo Sport Porpora"|"0000000006"|"0000000000"|"0000000006"
"FO20160518_PO30566"|"Studio Roof"|"RB3A011015"|"STUDIO ROOF-IMA4-Macchinine Cool Nere e Gialle"|"0000000001"|"0000000000"|"0000000001"
"FO20160523_PO30578"|"ROCKETBABY"|"RB3A011135"|"ROCKETBABY-RBP16304-Cesto Contenitore ZigZag Giallo"|"0000000107"|"0000000000"|"0000000107"
"FO20160523_PO30578"|"ROCKETBABY"|"RB3A011136"|"ROCKETBABY-RBP16305-Cesto Contenitore ZigZag Rosso"|"0000000075"|"0000000000"|"0000000075"
"FO20160525_PO30584"|"baby art"|"RB20000Y"|"BABY ART-34120159-Magic box Bianco"|"0000000005"|"0000000000"|"0000000005"
"FO20160526_PO30591"|"COQ EN PATE"|"RB3A011089"|"COQ EN PATE-16TSCMBCRO-Maglietta manica corta Coccodrillo 4 anni"|"0000000001"|"0000000000"|"0000000001"
"FO20160527_PO30595"|"baby bites"|"RB3A011060"|"BABY BITES-CUBR ROSA S-Culotte Double Face Baby Rosa e Bianche S"|"0000000003"|"0000000000"|"0000000003"
"FO20160527_PO30595"|"baby bites"|"RB3A011061"|"BABY BITES-CUBR ROSA M-Culotte Double Face Baby Rosa e Bianche M"|"0000000004"|"0000000000"|"0000000004"
"FO20160607_PO30614"|"ChildHome"|"RB3A010018"|"CHILDHOME-CCFDHKCB-Appendiporta Azzurro Keep Calm Boy"|"0000000001"|"0000000000"|"0000000001"
"FO20160609_PO30622"|"Duux"|"RB20012R"|"Duux-DUBP01P-Proiettore per Bambini Rosa"|"0000000012"|"0000000000"|"0000000012"
"FO20160609_PO30622"|"Duux"|"RB20012X"|"Duux-DUAH02-Umidificatore D'aria Funghetto Rosso"|"0000000070"|"0000000000"|"0000000070"
"FO20160609_PO30623"|"Studio Roof"|"RB3A011017"|"STUDIO ROOF-TTM7-Set da gioco multitema"|"0000000002"|"0000000000"|"0000000002"
"FO20160613_PO30631"|"limobasics"|"RB3A007971"|"LIMOBASICS-22525R_LIL_62-68-Tutina manica corta scollo tondo lilla LIL"|"0000000001"|"0000000000"|"0000000001"
"FO20160614_PO30633"|"ROCKETBABY"|"RB3A011135"|"ROCKETBABY-RBP16304-Cesto Contenitore ZigZag Giallo"|"0000000290"|"0000000000"|"0000000290"
"FO20160614_PO30633"|"ROCKETBABY"|"RB3A011136"|"ROCKETBABY-RBP16305-Cesto Contenitore ZigZag Rosso"|"0000000290"|"0000000000"|"0000000290"
"FO20160614_PO30633"|"ROCKETBABY"|"RB3A011137"|"ROCKETBABY-RBP16306-Cesto Contenitore ZigZag Verde"|"0000000219"|"0000000000"|"0000000219"
"FO20160614_PO30636"|"Kanga Care"|"RB3A012435"|"KANGA CARE-KC-KRWETB_OS-P216-Wet Bag Portapannolini Dragons Fly"|"0000000001"|"0000000000"|"0000000001"
"FO20160620_PO30664"|"limobasics"|"RB3A011202"|"LIMOBASICS-22525R_SMA_62-68-Tutina a strisce Rosa 62 68 cm"|"0000000001"|"0000000000"|"0000000001"
"FO20160622_PO30671"|"elodie details"|"RB20003Q"|"ELODIE DETAILS-103333-Copertina in Cotone Lavorato Graphic Devotion"|"0000000001"|"0000000000"|"0000000001"
"FO20160623_PO30672"|"baby bites"|"RB3A011062"|"BABY BITES-CUBR ROSA L-Culotte Double Face Baby Rosa e Bianche L"|"0000000001"|"0000000000"|"0000000001"
"FO20160624_PO30677"|"Kanga Care"|"RB3A011324"|"KANGA CARE-KC-KRWETB_OS-S033-Wet Bag Portapannolini Scarlet"|"0000000001"|"0000000000"|"0000000001"
"FO20160629_PO30690"|"Kanga Care"|"RB3A011325"|"KANGA CARE-KC-KRWETB_OS-S024-Wet Bag Portapannolini Sherbert"|"0000000001"|"0000000000"|"0000000001"
"FO20160701_PO30696"|"Lassig"|"RB3A011596"|"LASSIG-LSFSANU300-SANDALI DA SPIAGGIA NAVY 19"|"0000000002"|"0000000000"|"0000000002"
"FO20160701_PO30700"|"A Little Lovely Company"|"RB3A010863"|"A LITTLE LOVELY COMPANY-SLDB003-Peluches Piccolo Daino Nero e Bianco"|"0000000003"|"0000000000"|"0000000003"
"FO20160704_PO30705"|"Ipanema"|"RB3A011646"|"IPANEMA-23096-Infradito Ipanema Classic Kid Nero 27/28"|"0000000002"|"0000000000"|"0000000002"
"FO20160704_PO30705"|"Ipanema"|"RB3A011653"|"IPANEMA-24044-Infradito Ipanema Classic Kid Fuxia 29/30"|"0000000001"|"0000000000"|"0000000001"
"FO20160704_PO30705"|"Ipanema"|"RB3A011703"|"IPANEMA-21138-Infradito Ipanema Brasil Kid Nero 33/34"|"0000000001"|"0000000000"|"0000000001"
"FO20160704_PO30705"|"Ipanema"|"RB3A011719"|"IPANEMA-22456-Infradito Ipanema Brasil Kid Arancio 29/30"|"0000000001"|"0000000000"|"0000000001"
"FO20160704_PO30705"|"Ipanema"|"RB3A011721"|"IPANEMA-22456-Infradito Ipanema Brasil Kid Arancio 33/34"|"0000000002"|"0000000000"|"0000000002"
"FO20160704_PO30711"|"limobasics"|"RB3A011205"|"LIMOBASICS-22525R_SDE_50-56-Tutina a strisce Denim 50 56 cm"|"0000000001"|"0000000000"|"0000000001"
"FO20160704_PO30712"|"Love Mae"|"RB3A011386"|"LOVE MAE-LVL019-Sticker da muro Large L'invasione dei Dinosauri"|"0000000001"|"0000000000"|"0000000001"
"FO20160707_PO30717"|"ROCKETBABY"|"RB3A009312"|"ROCKETBABY-RBP15100301-Cesto per Passeggino Camaleonte"|"0000000285"|"0000000000"|"0000000285"
"FO20160707_PO30717"|"ROCKETBABY"|"RB3A009313"|"ROCKETBABY-RBP15100302-Cesto per Passeggino Elefante Verde"|"0000000443"|"0000000000"|"0000000443"
"FO20160707_PO30717"|"ROCKETBABY"|"RB3A009314"|"ROCKETBABY-RBP15100303-Cesto per Passeggino Riccio"|"0000000341"|"0000000000"|"0000000341"
"FO20160707_PO30726"|"Kanga Care"|"RB3A012314"|"ZOLI-ZL-BF14WBP018-PIP 530ml Water Bottle rosa"|"0000000001"|"0000000000"|"0000000001"
"FO20160712_PO30739"|"ROCKETBABY"|"RB3A012374"|"ROCKETBABY-RBP16307-Cesto Portagiochi Juicy l'Ananas"|"0000000447"|"0000000000"|"0000000447"
"FO20160712_PO30739"|"ROCKETBABY"|"RB3A012375"|"ROCKETBABY-RBP16308-Cesto Portagiochi Fluffy la Nuvola"|"0000000350"|"0000000000"|"0000000350"
"FO20160712_PO30739"|"ROCKETBABY"|"RB3A012376"|"ROCKETBABY-RBP16309-Cesto Portagiochi Sweetie il Gelato"|"0000000450"|"0000000000"|"0000000450"
"FO20160713_PO30747"|"Tyrrell Katz"|"RB3A008954"|"TYRRELL KATZ-Bicchiere trasparente fattoria"|"0000000001"|"0000000000"|"0000000001"
"FO20160713_PO30747"|"Tyrrell Katz"|"RB3A011130"|"TYRRELL KATZ-102WC1-Trolley Elefanti"|"0000000001"|"0000000000"|"0000000001"
"FO20160714_PO30749"|"Engel"|"RB3A008359"|"ENGEL-06.03-Pom Pom Blanc Large"|"0000000002"|"0000000000"|"0000000002"
"FO20160714_PO30749"|"Engel"|"RB3A008364"|"ENGEL-06.10-Pom Pom Neon Orange Large"|"0000000004"|"0000000000"|"0000000004"
"FO20160714_PO30749"|"Engel"|"RB3A008365"|"ENGEL-06.11-Pom Pom Pastel Small"|"0000000003"|"0000000000"|"0000000003"
"FO20160714_PO30749"|"Engel"|"RB3A008370"|"ENGEL-06.16-Pom Pom Sunshine Small"|"0000000008"|"0000000000"|"0000000008"
"FO20160714_PO30749"|"Engel"|"RB3A012296"|"ENGEL-15.13-Cannucce di carta Gialle a strisce"|"0000000008"|"0000000000"|"0000000008"
"FO20160714_PO30751"|"Cupcake Babies"|"RB3A012351"|"CUPCAKE BABIES-CCCB04-Asciugamano Baby Bath Aqua"|"0000000002"|"0000000000"|"0000000002"
"FO20160714_PO30751"|"Cupcake Babies"|"RB3A012353"|"CUPCAKE BABIES-CCBBF01-Set Baby Bath 2 in 1 Fucsia"|"0000000020"|"0000000000"|"0000000020"
"FO20160715_PO30756"|"MBW"|"RB3A012319"|"MBW-MPA31140-Papera da Bagno Mommy"|"0000000004"|"0000000000"|"0000000004"
"FO20160715_PO30756"|"MBW"|"RB3A012320"|"MBW-MPA31178-Papera da Bagno King"|"0000000003"|"0000000000"|"0000000003"
"FO20160715_PO30756"|"MBW"|"RB3A012321"|"MBW-MPA31195-Papera da Bagno Rosa"|"0000000005"|"0000000000"|"0000000005"
"FO20160715_PO30756"|"MBW"|"RB3A012322"|"MBW-MPA31198-Papera da Bagno Turchese"|"0000000005"|"0000000000"|"0000000005"
"FO20160715_PO30756"|"MBW"|"RB3A012323"|"MBW-MPA32010-Papera da Bagno Bianca"|"0000000013"|"0000000000"|"0000000013"
"FO20160715_PO30756"|"MBW"|"RB3A012324"|"MBW-MPA31004-Papera da Bagno Oro"|"0000000015"|"0000000000"|"0000000015"
"FO20160715_PO30756"|"MBW"|"RB3A012325"|"MBW-MPA32073-Papera da Bagno Blu"|"0000000006"|"0000000000"|"0000000006"
"FO20160715_PO30756"|"MBW"|"RB3A012326"|"MBW-MPA31080-Papera da Bagno Cuoco"|"0000000017"|"0000000000"|"0000000017"
"FO20160715_PO30757"|"Snails"|"RB3A012337"|"SNAILS-W2781-Smalto per Unghie Bimbe Frost Queen"|"0000000001"|"0000000000"|"0000000001"
"FO20160715_PO30758"|"ChildHome"|"RB3A010172"|"CHILDHOME-CHBS-Sostegno Rialzato per Vaschetta Bagno"|"0000000001"|"0000000000"|"0000000001"
"FO20160718_PO30764"|"A Little Lovely Company"|"RB3A010862"|"A LITTLE LOVELY COMPANY-SKIB002-Peluches Kikki Black"|"0000000002"|"0000000000"|"0000000002"
"FO20160718_PO30764"|"A Little Lovely Company"|"RB3A010864"|"A LITTLE LOVELY COMPANY-SLDP004-Peluches Piccolo Daino Rosa e Bianco"|"0000000002"|"0000000000"|"0000000002"
"FO20160718_PO30766"|"limobasics"|"RB3A011208"|"LIMOBASICS-22525R_SDE_86-92-Tutina a strisce Denim 86 92 cm"|"0000000001"|"0000000000"|"0000000001"
"FO20160718_PO30768"|"Super Petit"|"RB3A012363"|"SUPER PETIT-MPLATESQUIR001-Piatto Rosa in melamina"|"0000000005"|"0000000000"|"0000000005"
"FO20160718_PO30768"|"Super Petit"|"RB3A012364"|"SUPER PETIT-LBAGBLUEK002-Lunch Bag Blu"|"0000000002"|"0000000000"|"0000000002"
"FO20160718_PO30768"|"Super Petit"|"RB3A012369"|"SUPER PETIT-POUCHMASK002-Borsa My name is Super Petit"|"0000000003"|"0000000000"|"0000000003"
"FO20160719_PO30772"|"Studio Roof"|"RB3A011017"|"STUDIO ROOF-TTM7-Set da gioco multitema"|"0000000005"|"0000000000"|"0000000005"
"FO20160725_PO30784"|"Engel"|"RB3A008347"|"ENGEL-01.12-Ghirlanda Ms.Fox"|"0000000003"|"0000000000"|"0000000003"
"FO20160725_PO30784"|"Engel"|"RB3A012293"|"ENGEL-10.19-Set Palle White Honeycomb"|"0000000008"|"0000000000"|"0000000008"
"FO20160725_PO30788"|"Noodoll"|"RB3A012397"|"NOODOLL-T99619-Pupazzo Noodoll Ricemimi Pink"|"0000000003"|"0000000000"|"0000000003"
"FO20160725_PO30788"|"Noodoll"|"RB3A012398"|"NOODOLL-T99582-Pupazzo Noodoll Ricepuffy White"|"0000000001"|"0000000000"|"0000000001"
"FO20160725_PO30788"|"Noodoll"|"RB3A012401"|"NOODOLL-T99581-Pupazzo Noodoll Ricehawking"|"0000000001"|"0000000000"|"0000000001"
"FO20160725_PO30788"|"Noodoll"|"RB3A012403"|"NOODOLL-T99614-Pupazzo Noodoll Ricetache Beige"|"0000000002"|"0000000000"|"0000000002"
"FO20160725_PO30788"|"Noodoll"|"RB3A012406"|"NOODOLL-T99502-Pupazzo Noodoll Ricemon Brown"|"0000000002"|"0000000000"|"0000000002"
